"Trace","Admissible","Matrix","Decomposition","Length of Walk","Final Position"
4418,"False","{{4409, 248}, {160, 9}}","{{14, -2}, {-1, 9}, 1}",26,"{12, 8}"
4418,"False","{{4409, 160}, {248, 9}}","{{9, -1}, {-2, 14}, 1}",26,"{8, 12}"
4418,"False","{{3721, 1056}, {2456, 697}}","{{1, -8, -1}, {-1, -5, 2}, 1}",18,"{-8, -4}"
4418,"False","{{3721, 2456}, {1056, 697}}","{{2, -5, -1}, {-1, -8, 1}, 1}",18,"{-4, -8}"
4418,"False","{{4393, 1248}, {88, 25}}","{{25, -1}, {-6, 2}, 1}",34,"{24, -4}"
4418,"False","{{4393, 88}, {1248, 25}}","{{2, -6}, {-1, 25}, 1}",34,"{-4, 24}"
4418,"False","{{3945, 1576}, {1184, 473}}","{{2, 1, 1}, {-1, -40, 1}, 1}",46,"{4, -40}"
4418,"False","{{3945, 1184}, {1576, 473}}","{{1, -40, -1}, {1, 1, 2}, 1}",46,"{-40, 4}"
4418,"False","{{3769, 2912}, {840, 649}}","{{2, 9, -2, -1}, {1, 1, 1, 1}, 1}",18,"{8, 4}"
4418,"False","{{3729, 1480}, {1736, 689}}","{{1, 1, 1, 1}, {3, -1, -7, 1}, 1}",16,"{4, -4}"
4418,"False","{{3729, 1736}, {1480, 689}}","{{1, -7, -1, 3}, {1, 1, 1, 1}, 1}",16,"{-4, 4}"
4418,"False","{{3769, 840}, {2912, 649}}","{{1, 1, 1, 1}, {-1, -2, 9, 2}, 1}",18,"{4, 8}"
4418,"False","{{4329, 1720}, {224, 89}}","{{10, 1, 1}, {-1, -8, 1}, 1}",22,"{12, -8}"
4418,"False","{{4329, 224}, {1720, 89}}","{{1, -8, -1}, {1, 1, 10}, 1}",22,"{-8, 12}"
4418,"False","{{2729, 2216}, {2080, 1689}}","{{1, 1, 4, -1, -1}, {-1, -3, 2, 1, 1}, 1}",16,"{4, 0}"
4418,"False","{{2729, 2080}, {2216, 1689}}","{{1, 1, 2, -3, -1}, {-1, -1, 4, 1, 1}, 1}",16,"{0, 4}"
4418,"False","{{2889, 1904}, {2320, 1529}}","{{1, 1, 7, -1}, {-1, -1, -7, 1}, 1}",20,"{8, -8}"
4418,"False","{{4409, 1240}, {32, 9}}","{{69, -1}, {-2, 2}, 1}",74,"{68, 0}"
4418,"False","{{4409, 32}, {1240, 9}}","{{2, -2}, {-1, 69}, 1}",74,"{0, 68}"
4418,"False","{{2889, 2320}, {1904, 1529}}","{{1, -7, -1, -1}, {-1, 7, 1, 1}, 1}",20,"{-8, 8}"
4418,"False","{{3225, 2128}, {1808, 1193}}","{{1, -1, 1, -1}, {-2, 1, -8, 1}, 1}",16,"{0, -8}"
4418,"False","{{3057, 2008}, {2072, 1361}}","{{1, 5, -1, -1}, {-1, 1, -5, 1}, 1}",16,"{4, -4}"
4418,"False","{{3057, 2072}, {2008, 1361}}","{{1, -5, 1, -1}, {-1, -1, 5, 1}, 1}",16,"{-4, 4}"
4418,"False","{{3225, 1808}, {2128, 1193}}","{{1, -8, 1, -2}, {-1, 1, -1, 1}, 1}",16,"{-8, 0}"
4418,"False","{{3529, 1376}, {2280, 889}}","{{1, -2, 1, -1, 1}, {-1, -1, -1, -2, 1}, 1}",12,"{0, -4}"
4418,"False","{{3529, 2280}, {1376, 889}}","{{1, -2, -1, -1, -1}, {1, -1, 1, -2, 1}, 1}",12,"{-4, 0}"
4418,"False","{{2849, 2440}, {1832, 1569}}","{{1, -2, -1, -1, -1}, {-1, -14, 1, 1, 1}, 1}",24,"{-4, -12}"
4418,"False","{{2849, 1832}, {2440, 1569}}","{{1, 1, 1, -14, -1}, {-1, -1, -1, -2, 1}, 1}",24,"{-12, -4}"
4418,"False","{{4025, 2672}, {592, 393}}","{{3, -1, -1, -1}, {1, 1, -19, 1}, 1}",28,"{0, -16}"
4418,"False","{{4025, 592}, {2672, 393}}","{{1, -19, 1, 1}, {-1, -1, -1, 3}, 1}",28,"{-16, 0}"
4418,"False","{{2929, 2360}, {1848, 1489}}","{{1, -1, -2, -1, -1}, {-1, -1, 4, 1, 1}, 1}",14,"{-4, 4}"
4418,"False","{{2929, 1848}, {2360, 1489}}","{{1, 1, 4, -1, -1}, {-1, -1, -2, -1, 1}, 1}",14,"{4, -4}"
4418,"False","{{3769, 1680}, {1456, 649}}","{{1, -2, -1, 2}, {1, 1, 5, 1}, 1}",14,"{0, 8}"
4418,"False","{{3769, 1456}, {1680, 649}}","{{1, 5, 1, 1}, {2, -1, -2, 1}, 1}",14,"{8, 0}"
4418,"False","{{4129, 2712}, {440, 289}}","{{5, 1, -1, -1}, {-1, 1, -5, 1}, 1}",16,"{4, -4}"
4418,"False","{{4129, 440}, {2712, 289}}","{{1, -5, 1, -1}, {-1, -1, 1, 5}, 1}",16,"{-4, 4}"
4418,"False","{{3817, 2472}, {928, 601}}","{{2, 1, 1, 1, -1}, {4, -1, -1, -3, 1}, 1}",16,"{4, 0}"
4418,"False","{{3817, 928}, {2472, 601}}","{{1, -3, -1, -1, 4}, {-1, 1, 1, 1, 2}, 1}",16,"{0, 4}"
4418,"False","{{3945, 3152}, {592, 473}}","{{3, -1, -1, -1}, {1, -19, 1, 1}, 1}",28,"{0, -16}"
4418,"False","{{3945, 592}, {3152, 473}}","{{1, 1, -19, 1}, {-1, -1, -1, 3}, 1}",28,"{-16, 0}"
4418,"False","{{3073, 2472}, {1672, 1345}}","{{1, -3, -1, -1}, {-3, 5, 1, 1}, 1}",16,"{-4, 4}"
4418,"False","{{3073, 1672}, {2472, 1345}}","{{1, 1, 5, -3}, {-1, -1, -3, 1}, 1}",16,"{4, -4}"
4418,"False","{{3129, 2192}, {1840, 1289}}","{{1, 1, -9, -1}, {-2, -1, 2, 1}, 1}",18,"{-8, 0}"
4418,"False","{{3129, 1840}, {2192, 1289}}","{{1, 2, -1, -2}, {-1, -9, 1, 1}, 1}",18,"{0, -8}"
4418,"False","{{4185, 416}, {2344, 233}}","{{1, -1, 8}, {-2, 1, 5}, 1}",18,"{8, 4}"
4418,"False","{{4185, 2344}, {416, 233}}","{{5, 1, -2}, {8, -1, 1}, 1}",18,"{4, 8}"
4418,"False","{{3913, 664}, {2976, 505}}","{{1, 1, -1, -5}, {-1, -3, 1, 3}, 1}",16,"{-4, 0}"
4418,"False","{{3913, 2976}, {664, 505}}","{{3, 1, -3, -1}, {-5, -1, 1, 1}, 1}",16,"{0, -4}"
4418,"False","{{3337, 2464}, {1464, 1081}}","{{1, -1, -1, 2, -1}, {2, -1, 1, 1, 1}, 1}",12,"{0, 4}"
4418,"False","{{3337, 1464}, {2464, 1081}}","{{1, 1, 1, -1, 2}, {-1, 2, -1, -1, 1}, 1}",12,"{4, 0}"
4418,"False","{{4329, 688}, {560, 89}}","{{4, 2, 2}, {-2, -1, 3}, 1}",14,"{8, 0}"
4418,"False","{{3537, 1448}, {2152, 881}}","{{1, -1, -1, -4, 1}, {-1, 1, 1, 2, 1}, 1}",14,"{-4, 4}"
4418,"False","{{3537, 2152}, {1448, 881}}","{{1, 2, 1, 1, -1}, {1, -4, -1, -1, 1}, 1}",14,"{4, -4}"
4418,"False","{{4329, 560}, {688, 89}}","{{3, -1, -2}, {2, 2, 4}, 1}",14,"{0, 8}"
4418,"False","{{3353, 3016}, {1184, 1065}}","{{1, -1, -1, 9, -1, -1, -1, -1}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",24,"{4, 8}"
4418,"False","{{3353, 1184}, {3016, 1065}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {-1, -1, -1, -1, 9, -1, -1, 1}, 1}",24,"{8, 4}"
4418,"False","{{4393, 1144}, {96, 25}}","{{23, -3}, {-2, 2}, 1}",30,"{20, 0}"
4418,"False","{{4393, 96}, {1144, 25}}","{{2, -2}, {-3, 23}, 1}",30,"{0, 20}"
4418,"False","{{3841, 952}, {2328, 577}}","{{1, -1, -1, -1, 14}, {-1, 1, 1, 1, 2}, 1}",24,"{12, 4}"
4418,"False","{{3841, 2328}, {952, 577}}","{{2, 1, 1, 1, -1}, {14, -1, -1, -1, 1}, 1}",24,"{4, 12}"
4418,"False","{{3433, 2856}, {1184, 985}}","{{1, -1, -1, -1, -1, 9, -1, -1}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",24,"{4, 8}"
4418,"False","{{4233, 2576}, {304, 185}}","{{7, 1, 1, -1}, {-7, -1, -1, 1}, 1}",20,"{8, -8}"
4418,"False","{{4233, 304}, {2576, 185}}","{{1, -1, -1, -7}, {-1, 1, 1, 7}, 1}",20,"{-8, 8}"
4418,"False","{{3433, 1184}, {2856, 985}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {-1, -1, 9, -1, -1, -1, -1, 1}, 1}",24,"{8, 4}"
4418,"False","{{3649, 1896}, {1480, 769}}","{{1, 3, -1, -7}, {1, 1, 1, 1}, 1}",16,"{-4, 4}"
4418,"False","{{3649, 1480}, {1896, 769}}","{{1, 1, 1, 1}, {-7, -1, 3, 1}, 1}",16,"{4, -4}"
4418,"False","{{4233, 1064}, {736, 185}}","{{3, -23}, {-2, 2}, 1}",30,"{-20, 0}"
4418,"False","{{4233, 736}, {1064, 185}}","{{2, -2}, {-23, 3}, 1}",30,"{0, -20}"
4418,"False","{{3913, 744}, {2656, 505}}","{{1, 5, -1, -1}, {-1, -3, 1, 3}, 1}",16,"{4, 0}"
4418,"False","{{3913, 2656}, {744, 505}}","{{3, 1, -3, -1}, {-1, -1, 5, 1}, 1}",16,"{0, 4}"
4418,"False","{{3561, 1456}, {2096, 857}}","{{1, 1, 5, 1}, {-2, -1, 2, 1}, 1}",14,"{8, 0}"
4418,"False","{{3529, 1824}, {1720, 889}}","{{1, -1, -8}, {10, 1, 1}, 1}",22,"{-8, 12}"
4418,"False","{{3529, 1720}, {1824, 889}}","{{1, 1, 10}, {-8, -1, 1}, 1}",22,"{12, -8}"
4418,"False","{{3561, 2096}, {1456, 857}}","{{1, 2, -1, -2}, {1, 5, 1, 1}, 1}",14,"{0, 8}"
4418,"False","{{4217, 688}, {1232, 201}}","{{2, 2, 4}, {-1, -2, 3}, 1}",14,"{8, 0}"
4418,"False","{{4217, 1232}, {688, 201}}","{{3, -2, -1}, {4, 2, 2}, 1}",14,"{0, 8}"
4418,"False","{{3601, 1592}, {1848, 817}}","{{1, 1, 2}, {-10, -3, 1}, 1}",18,"{4, -12}"
4418,"False","{{3601, 1848}, {1592, 817}}","{{1, -3, -10}, {2, 1, 1}, 1}",18,"{-12, 4}"
4418,"False","{{3617, 1784}, {1624, 801}}","{{1, 1, 18}, {2, 1, 1}, 1}",24,"{20, 4}"
4418,"False","{{3617, 1624}, {1784, 801}}","{{1, 1, 2}, {18, 1, 1}, 1}",24,"{4, 20}"
4418,"False","{{3625, 1824}, {1576, 793}}","{{1, -1, -40}, {2, 1, 1}, 1}",46,"{-40, 4}"
4418,"False","{{3625, 1576}, {1824, 793}}","{{1, 1, 2}, {-40, -1, 1}, 1}",46,"{4, -40}"
4418,"False","{{4137, 1912}, {608, 281}}","{{3, -1, -1, 3}, {1, 1, 5, 1}, 1}",16,"{4, 8}"
4418,"False","{{4137, 608}, {1912, 281}}","{{1, 5, 1, 1}, {3, -1, -1, 3}, 1}",16,"{8, 4}"
4418,"False","{{3665, 3224}, {856, 753}}","{{2, -1, -2, -1, -1, -1}, {2, -2, 1, 1, 1, 1}, 1}",16,"{-4, 4}"
4418,"False","{{3665, 856}, {3224, 753}}","{{1, 1, 1, 1, -2, 2}, {-1, -1, -1, -2, -1, 2}, 1}",16,"{4, -4}"
4418,"False","{{3689, 3056}, {880, 729}}","{{2, -1, -1, 2, -1, -1}, {3, 1, 1, 1, 1, 1}, 1}",16,"{0, 8}"
4418,"False","{{3689, 1760}, {1528, 729}}","{{1, 1, 1, 5}, {1, 1, 1, 1}, 1}",12,"{8, 4}"
4418,"False","{{3689, 1528}, {1760, 729}}","{{1, 1, 1, 1}, {5, 1, 1, 1}, 1}",12,"{4, 8}"
4418,"False","{{3689, 880}, {3056, 729}}","{{1, 1, 1, 1, 1, 3}, {-1, -1, 2, -1, -1, 2}, 1}",16,"{8, 0}"
4418,"False","{{3865, 968}, {2208, 553}}","{{1, -69}, {-2, 2}, 1}",74,"{-68, 0}"
4418,"False","{{3865, 2208}, {968, 553}}","{{2, -2}, {-69, 1}, 1}",74,"{0, -68}"
4418,"False","{{4217, 352}, {2408, 201}}","{{1, -25}, {-2, 6}, 1}",34,"{-24, 4}"
4418,"False","{{4217, 2408}, {352, 201}}","{{6, -2}, {-25, 1}, 1}",34,"{4, -24}"
4418,"False","{{4289, 1976}, {280, 129}}","{{8, 1, 3}, {-1, -4, 1}, 1}",18,"{12, -4}"
4418,"False","{{4289, 280}, {1976, 129}}","{{1, -4, -1}, {3, 1, 8}, 1}",18,"{-4, 12}"
4418,"False","{{4345, 1888}, {168, 73}}","{{13, 1, 2}, {-4, -1, 1}, 1}",22,"{16, -4}"
4418,"False","{{4345, 168}, {1888, 73}}","{{1, -1, -4}, {2, 1, 13}, 1}",22,"{-4, 16}"
4418,"False","{{3849, 1888}, {1160, 569}}","{{2, 1, 13}, {-1, -4, 1}, 1}",22,"{16, -4}"
4418,"False","{{3849, 1160}, {1888, 569}}","{{1, -4, -1}, {13, 1, 2}, 1}",22,"{-4, 16}"
4418,"False","{{4081, 1976}, {696, 337}}","{{3, 1, 8}, {-4, -1, 1}, 1}",18,"{12, -4}"
4418,"False","{{4081, 696}, {1976, 337}}","{{1, -1, -4}, {8, 1, 3}, 1}",18,"{-4, 12}"
4418,"False","{{3913, 1992}, {992, 505}}","{{2, -14}, {-9, 1}, 1}",26,"{-12, -8}"
4418,"False","{{3913, 992}, {1992, 505}}","{{1, -9}, {-14, 2}, 1}",26,"{-8, -12}"
4418,"False","{{3929, 3160}, {608, 489}}","{{3, 3, -1, -1}, {1, 5, 1, 1}, 1}",16,"{4, 8}"
4418,"False","{{3929, 608}, {3160, 489}}","{{1, 1, 5, 1}, {-1, -1, 3, 3}, 1}",16,"{8, 4}"
4418,"False","{{3977, 3536}, {496, 441}}","{{4, -1, -1, -1, -1}, {28, 1, 1, 1, 1}, 1}",40,"{0, 32}"
4418,"False","{{3977, 1768}, {992, 441}}","{{2, 2}, {55, 1}, 1}",60,"{4, 56}"
4418,"False","{{3977, 992}, {1768, 441}}","{{1, 55}, {2, 2}, 1}",60,"{56, 4}"
4418,"False","{{3977, 496}, {3536, 441}}","{{1, 1, 1, 1, 28}, {-1, -1, -1, -1, 4}, 1}",40,"{32, 0}"
4418,"False","{{4249, 4080}, {176, 169}}","{{12, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1}, {4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}, 1}",40,"{0, 16}"
4418,"False","{{4249, 2040}, {352, 169}}","{{6, 6}, {7, 1}, 1}",20,"{12, 8}"
4418,"False","{{4249, 1360}, {528, 169}}","{{4, -1, -1, -1, -1}, {11, 1, 1, 1, 2}, 1}",24,"{0, 16}"
4418,"False","{{4249, 1056}, {680, 169}}","{{3, 21}, {2, 2}, 1}",28,"{24, 4}"
4418,"False","{{4249, 680}, {1056, 169}}","{{2, 2}, {21, 3}, 1}",28,"{4, 24}"
4418,"False","{{4249, 528}, {1360, 169}}","{{2, 1, 1, 1, 11}, {-1, -1, -1, -1, 4}, 1}",24,"{16, 0}"
4418,"False","{{4249, 352}, {2040, 169}}","{{1, 7}, {6, 6}, 1}",20,"{8, 12}"
4418,"False","{{4249, 176}, {4080, 169}}","{{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4}, {-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 12}, 1}",40,"{16, 0}"
4418,"False","{{4289, 1064}, {520, 129}}","{{4, 16}, {2, 2}, 1}",24,"{20, 4}"
4418,"False","{{4289, 520}, {1064, 129}}","{{2, 2}, {16, 4}, 1}",24,"{4, 20}"
4418,"False","{{4417, 552}, {8, 1}}","{{276}, {4}, 1}",280,"{276, 4}"
4418,"False","{{4417, 184}, {24, 1}}","{{92}, {12}, 1}",104,"{92, 12}"
4418,"False","{{4417, 24}, {184, 1}}","{{12}, {92}, 1}",104,"{12, 92}"
4418,"False","{{4417, 8}, {552, 1}}","{{4}, {276}, 1}",280,"{4, 276}"
4434,"False","{{3429, 1976}, {1744, 1005}}","{{1, 1, -2}, {-15, 2, 1}, 1}",22,"{0, -12}"
4434,"False","{{3429, 1744}, {1976, 1005}}","{{1, 2, -15}, {-2, 1, 1}, 1}",22,"{-12, 0}"
4434,"False","{{4341, 664}, {608, 93}}","{{4, 1, 1, 1, 1}, {-1, -1, -1, -4, 3}, 1}",18,"{8, -4}"
4434,"False","{{4189, 304}, {3376, 245}}","{{1, 1, 4, -2}, {-1, -1, -1, 7}, 1}",18,"{4, 4}"
4434,"False","{{4189, 3376}, {304, 245}}","{{7, -1, -1, -1}, {-2, 4, 1, 1}, 1}",18,"{4, 4}"
4434,"False","{{3933, 688}, {2864, 501}}","{{1, 1, 4, -2}, {-1, 1, 1, 3}, 1}",14,"{4, 4}"
4434,"False","{{3933, 2864}, {688, 501}}","{{3, 1, 1, -1}, {-2, 4, 1, 1}, 1}",14,"{4, 4}"
4434,"False","{{2981, 1976}, {2192, 1453}}","{{1, 1, -1, -1}, {-1, 2, -14, 1}, 1}",22,"{0, -12}"
4434,"False","{{2981, 2192}, {1976, 1453}}","{{1, -14, 2, -1}, {-1, -1, 1, 1}, 1}",22,"{-12, 0}"
4434,"False","{{3325, 2216}, {1664, 1109}}","{{1, -1}, {-277, 1}, 1}",280,"{0, -276}"
4434,"False","{{3325, 1664}, {2216, 1109}}","{{1, -277}, {-1, 1}, 1}",280,"{-276, 0}"
4434,"False","{{4013, 1576}, {1072, 421}}","{{2, 5, 1}, {-2, -3, 1}, 1}",14,"{8, -4}"
4434,"False","{{4013, 1072}, {1576, 421}}","{{1, -3, -2}, {1, 5, 2}, 1}",14,"{-4, 8}"
4434,"False","{{3413, 1328}, {2624, 1021}}","{{1, 1, -7, 1}, {-1, -2, -2, 1}, 1}",16,"{-4, -4}"
4434,"False","{{3413, 2624}, {1328, 1021}}","{{1, -2, -2, -1}, {1, -7, 1, 1}, 1}",16,"{-4, -4}"
4434,"False","{{3789, 2504}, {976, 645}}","{{2, -1, -1}, {-4, -9, 1}, 1}",18,"{0, -12}"
4434,"False","{{3789, 976}, {2504, 645}}","{{1, -9, -4}, {-1, -1, 2}, 1}",18,"{-12, 0}"
4434,"False","{{4157, 2768}, {416, 277}}","{{5, -1}, {-69, 1}, 1}",76,"{4, -68}"
4434,"False","{{4157, 416}, {2768, 277}}","{{1, -69}, {-1, 5}, 1}",76,"{-68, 4}"
4434,"False","{{2941, 2144}, {2048, 1493}}","{{1, 2, 1, 1, -1}, {-1, 1, 2, 1, 1}, 1}",12,"{4, 4}"
4434,"False","{{2941, 2048}, {2144, 1493}}","{{1, 1, 2, 1, -1}, {-1, 1, 1, 2, 1}, 1}",12,"{4, 4}"
4434,"False","{{3157, 2032}, {1984, 1277}}","{{1, -1, -3, -1}, {-1, -2, -2, 1}, 1}",12,"{-4, -4}"
4434,"False","{{3157, 1984}, {2032, 1277}}","{{1, -2, -2, -1}, {-1, -3, -1, 1}, 1}",12,"{-4, -4}"
4434,"False","{{4349, 2888}, {128, 85}}","{{17, -1}, {-21, 1}, 1}",40,"{16, -20}"
4434,"False","{{4349, 128}, {2888, 85}}","{{1, -21}, {-1, 17}, 1}",40,"{-20, 16}"
4434,"False","{{4365, 2896}, {104, 69}}","{{21, -1}, {-17, 1}, 1}",40,"{20, -16}"
4434,"False","{{4365, 104}, {2896, 69}}","{{1, -17}, {-1, 21}, 1}",40,"{-16, 20}"
4434,"False","{{4413, 2896}, {32, 21}}","{{69, -1}, {-5, 1}, 1}",76,"{68, -4}"
4434,"False","{{4413, 32}, {2896, 21}}","{{1, -5}, {-1, 69}, 1}",76,"{-4, 68}"
4434,"False","{{4173, 2032}, {536, 261}}","{{4, -1, 9}, {-2, 1, 1}, 1}",18,"{12, 0}"
4434,"False","{{4173, 536}, {2032, 261}}","{{1, 1, -2}, {9, -1, 4}, 1}",18,"{0, 12}"
4434,"False","{{4397, 248}, {656, 37}}","{{3, -1, -2}, {1, 2, 9}, 1}",18,"{0, 12}"
4434,"False","{{4397, 656}, {248, 37}}","{{9, 2, 1}, {-2, -1, 3}, 1}",18,"{12, 0}"
4434,"False","{{3477, 2144}, {1552, 957}}","{{1, 3, 1, -1}, {2, 2, -1, 1}, 1}",12,"{4, 4}"
4434,"False","{{3477, 1552}, {2144, 957}}","{{1, -1, 2, 2}, {-1, 1, 3, 1}, 1}",12,"{4, 4}"
4434,"False","{{3285, 2432}, {1552, 1149}}","{{1, 1, 3, -1}, {4, -2, 1, 1}, 1}",14,"{4, 4}"
4434,"False","{{3285, 1552}, {2432, 1149}}","{{1, 1, -2, 4}, {-1, 3, 1, 1}, 1}",14,"{4, 4}"
4434,"False","{{3573, 1576}, {1952, 861}}","{{1, 5, 2}, {-3, -2, 1}, 1}",14,"{8, -4}"
4434,"False","{{3349, 2416}, {1504, 1085}}","{{1, 1, 2, 1, -1}, {2, 1, -1, 1, 1}, 1}",12,"{4, 4}"
4434,"False","{{3349, 1504}, {2416, 1085}}","{{1, 1, -1, 1, 2}, {-1, 1, 2, 1, 1}, 1}",12,"{4, 4}"
4434,"False","{{3573, 1952}, {1576, 861}}","{{1, -2, -3}, {2, 5, 1}, 1}",14,"{-4, 8}"
4434,"False","{{4053, 3016}, {512, 381}}","{{4, 5, -1}, {-6, 1, 1}, 1}",18,"{8, -4}"
4434,"False","{{4053, 512}, {3016, 381}}","{{1, 1, -6}, {-1, 5, 4}, 1}",18,"{-4, 8}"
4434,"False","{{4125, 3064}, {416, 309}}","{{5, 4, -1}, {-6, 1, 1}, 1}",18,"{8, -4}"
4434,"False","{{4125, 416}, {3064, 309}}","{{1, 1, -6}, {-1, 4, 5}, 1}",18,"{-4, 8}"
4434,"False","{{4325, 1016}, {464, 109}}","{{5, 1, 2}, {-1, -5, 2}, 1}",16,"{8, -4}"
4434,"False","{{4325, 464}, {1016, 109}}","{{2, -5, -1}, {2, 1, 5}, 1}",16,"{-4, 8}"
4434,"False","{{4101, 1816}, {752, 333}}","{{3, 3, 2}, {-1, -4, 1}, 1}",14,"{8, -4}"
4434,"False","{{4101, 752}, {1816, 333}}","{{1, -4, -1}, {2, 3, 3}, 1}",14,"{-4, 8}"
4434,"False","{{3973, 656}, {2792, 461}}","{{1, 2, 9}, {-1, -2, 3}, 1}",18,"{12, 0}"
4434,"False","{{3973, 2792}, {656, 461}}","{{3, -2, -1}, {9, 2, 1}, 1}",18,"{0, 12}"
4434,"False","{{4429, 1384}, {16, 5}}","{{138, -1, -1}, {1, 1, 2}, 1}",144,"{136, 4}"
4434,"False","{{4429, 16}, {1384, 5}}","{{2, 1, 1}, {-1, -1, 138}, 1}",144,"{4, 136}"
4434,"False","{{3901, 2096}, {992, 533}}","{{2, -1, -1, -4}, {-7, 1, 1, 1}, 1}",18,"{-4, -4}"
4434,"False","{{3621, 1744}, {1688, 813}}","{{1, 1, 1, 1, 1, 7}, {3, -1, -1, -1, -1, 1}, 1}",20,"{12, 0}"
4434,"False","{{3621, 1688}, {1744, 813}}","{{1, -1, -1, -1, -1, 3}, {7, 1, 1, 1, 1, 1}, 1}",20,"{0, 12}"
4434,"False","{{3901, 992}, {2096, 533}}","{{1, 1, 1, -7}, {-4, -1, -1, 2}, 1}",18,"{-4, -4}"
