trace,admissible,L_class_number,commutator_class_number,walks
127982,True,104,104.0,21.384615384615383
127998,True,216,216.0,21.59259259259259
128018,True,92,92.0,21.82608695652174
128190,True,132,132.0,21.636363636363637
128238,True,136,136.0,21.58823529411765
128274,True,142,142.0,22.591549295774648
128322,True,120,120.0,23.333333333333332
128446,True,54,54.0,21.85185185185185
128514,True,124,124.0,22.322580645161292
128622,True,180,180.0,22.133333333333333
128658,True,174,174.0,21.35632183908046
128702,True,38,38.0,22.31578947368421
128766,True,304,304.0,22.789473684210527
128770,True,72,72.0,20.555555555555557
128878,True,54,54.0,21.48148148148148
128914,True,68,68.0,21.647058823529413
128958,True,188,188.0,22.404255319148938
129006,True,68,68.0,22.470588235294116
129022,True,172,172.0,21.58139534883721
129026,True,48,48.0,20.666666666666668
129042,True,160,160.0,22.35
129090,True,292,292.0,22.136986301369863
129134,True,56,56.0,21.571428571428573
129170,True,124,124.0,22.032258064516128
129278,True,84,84.0,24.333333333333332
129282,True,252,252.0,21.904761904761905
129346,True,46,46.0,24.52173913043478
129390,True,200,200.0,21.76
129426,True,136,136.0,23.41176470588235
